Word,POS,Stemmed,Priorpolarity,Type
skulk,verb,y,negative,strongsubj
slack,adj,n,negative,weaksubj
slander,noun,n,negative,strongsubj
slander,verb,y,negative,strongsubj
slanderer,noun,n,negative,strongsubj
slanderous,adj,n,negative,strongsubj
slanderously,anypos,n,negative,strongsubj
slanders,adj,n,negative,strongsubj
slanders,noun,n,negative,strongsubj
slap,verb,y,negative,strongsubj
slashing,adj,n,negative,strongsubj
slashing,noun,n,negative,strongsubj
slaughter,adj,n,negative,weaksubj
slaughter,noun,n,negative,weaksubj
slaughter,verb,y,negative,weaksubj
slaughtered,adj,n,negative,weaksubj
slaves,adj,n,negative,strongsubj
slaves,noun,n,negative,strongsubj
sleazy,adj,n,negative,strongsubj
sleek,adj,n,positive,weaksubj
sleepy,adj,n,neutral,weaksubj
slender,adj,n,positive,weaksubj
slight,adj,n,negative,weaksubj
slight,noun,n,negative,weaksubj
slight,verb,y,negative,weaksubj
slightly,adverb,n,negative,weaksubj
slim,adj,n,positive,weaksubj
slim,noun,n,positive,weaksubj
slime,noun,n,negative,strongsubj
sloppy,adj,n,negative,strongsubj
sloppily,adverb,n,negative,strongsubj
sloth,noun,n,negative,strongsubj
slothful,adj,n,negative,strongsubj
slow,adj,n,negative,weaksubj
slowly,adverb,n,negative,weaksubj
slow moving,adj,n,negative,weaksubj
slug,noun,n,negative,weaksubj
sluggish,adj,n,negative,weaksubj
slump,adj,n,negative,weaksubj
slump,noun,n,negative,weaksubj
slur,noun,n,negative,strongsubj
sly,adj,n,negative,strongsubj
smack,adj,n,negative,strongsubj
smack,noun,n,negative,strongsubj
smart,adj,n,positive,strongsubj
smart,verb,y,positive,strongsubj
smarter,adj,n,positive,strongsubj
smartest,anypos,n,positive,strongsubj
smartly,anypos,n,positive,strongsubj
smash,noun,n,negative,weaksubj
smash,verb,y,negative,weaksubj
smear,verb,y,negative,weaksubj
smelling,anypos,y,negative,weaksubj
smile,noun,n,positive,strongsubj
smile,verb,y,positive,strongsubj
smiling,adj,n,positive,strongsubj
smilingly,adverb,n,positive,strongsubj
smitten,verb,y,positive,strongsubj
smokescreen,adj,n,negative,strongsubj
smokescreen,noun,n,negative,strongsubj
smolder,verb,y,negative,strongsubj
smoldering,adj,n,negative,strongsubj
smooth,adj,n,positive,weaksubj
smother,verb,y,negative,strongsubj
smoulder,verb,y,negative,strongsubj
smouldering,anypos,n,negative,strongsubj
smug,adj,n,negative,strongsubj
smugly,adverb,n,negative,strongsubj
smut,noun,n,negative,strongsubj
smuttier,adj,n,negative,strongsubj
smuttiest,adj,n,negative,strongsubj
smutty,adj,n,negative,strongsubj
snare,noun,n,negative,weaksubj
snarl,noun,n,negative,weaksubj
snarl,verb,y,negative,weaksubj
snatch,verb,y,negative,weaksubj
sneak,noun,n,negative,weaksubj
sneak,verb,y,negative,weaksubj
sneakily,adverb,n,negative,weaksubj
sneaky,adj,n,negative,weaksubj
sneer,noun,n,negative,strongsubj
sneer,verb,y,negative,strongsubj
sneering,anypos,n,negative,strongsubj
sneeringly,anypos,n,negative,strongsubj
snub,verb,y,negative,strongsubj
so,anypos,y,neutral,weaksubj
so cal,adj,n,negative,strongsubj
so called,anypos,n,negative,strongsubj
sob,verb,y,negative,strongsubj
sober,adj,n,negative,strongsubj
sober,verb,y,negative,weaksubj
sobering,adj,n,negative,strongsubj
sociable,adj,n,positive,strongsubj
soft spoken,adj,n,positive,weaksubj
soften,adj,n,positive,strongsubj
soften,noun,n,positive,strongsubj
soften,verb,y,positive,strongsubj
solace,verb,y,positive,strongsubj
solemn,adj,n,negative,weaksubj
solemn,noun,n,negative,weaksubj
solicitous,anypos,n,positive,strongsubj
solicitously,anypos,n,positive,strongsubj
solicitude,noun,n,positive,strongsubj
solid,adj,n,positive,weaksubj
solid,noun,n,positive,weaksubj
solidarity,adj,n,positive,strongsubj
solidarity,noun,n,positive,strongsubj
soliloquize,verb,y,neutral,strongsubj
somber,adj,n,negative,strongsubj
soothe,verb,y,positive,strongsubj
soothingly,anypos,n,positive,strongsubj
sophisticated,adj,n,positive,strongsubj
sore,adj,n,negative,strongsubj
sore,noun,n,negative,strongsubj
sorely,anypos,n,negative,strongsubj
soreness,noun,n,negative,weaksubj
sorrow,noun,n,negative,strongsubj
sorrow,verb,y,negative,weaksubj
sorrowful,anypos,n,negative,strongsubj
sorrowfully,anypos,n,negative,strongsubj
sorry,adj,n,negative,strongsubj
sound,adj,n,positive,weaksubj
sounding,anypos,n,negative,weaksubj
soundness,noun,n,positive,weaksubj
sour,adj,n,negative,weaksubj
sourly,adj,n,negative,weaksubj
sovereignty,adj,n,neutral,weaksubj
sovereignty,noun,n,neutral,weaksubj
spacious,adj,n,positive,weaksubj
spade,adj,n,negative,strongsubj
spade,noun,n,negative,strongsubj
spank,verb,y,negative,strongsubj
spare,verb,y,positive,weaksubj
sparing,adj,n,positive,weaksubj
sparingly,adverb,n,positive,weaksubj
sparkle,anypos,y,positive,strongsubj
sparkling,adj,n,positive,weaksubj
specific,adj,n,neutral,weaksubj
specifically,anypos,n,neutral,weaksubj
special,adj,n,positive,weaksubj
spectacular,adj,n,positive,strongsubj
spectacularly,anypos,n,positive,strongsubj
speculate,verb,y,neutral,weaksubj
speculation,adj,n,neutral,weaksubj
speculation,noun,n,neutral,weaksubj
speedy,adj,n,positive,weaksubj
spellbind,verb,y,positive,strongsubj
spellbinding,anypos,n,positive,strongsubj
spellbindingly,anypos,n,positive,strongsubj
spellbound,verb,y,positive,strongsubj
spilling,adj,n,negative,strongsubj
spilling,noun,n,negative,strongsubj
spinster,noun,n,negative,weaksubj
spirit,adj,n,positive,weaksubj
spirit,noun,n,positive,weaksubj
spirited,adj,n,positive,weaksubj
spiritless,adj,n,negative,strongsubj
spiritual,adj,n,positive,strongsubj
spiritual,noun,n,positive,strongsubj
spite,noun,n,negative,strongsubj
spiteful,adj,n,negative,strongsubj
spitefully,anypos,n,negative,strongsubj
spitefulness,noun,n,negative,strongsubj
splayed finger,adj,n,neutral,strongsubj
splayed finger,noun,n,neutral,strongsubj
splendid,adj,n,positive,strongsubj
splendidly,anypos,n,positive,strongsubj
splendor,noun,n,positive,strongsubj
split,noun,n,negative,weaksubj
split,verb,y,negative,weaksubj
splitting,adj,n,negative,weaksubj
spoil,verb,y,negative,strongsubj
spook,verb,y,negative,strongsubj
spookier,adj,n,negative,strongsubj
spookiest,adj,n,negative,strongsubj
spookily,anypos,n,negative,strongsubj
spooky,adj,n,negative,strongsubj
spooky,anypos,n,negative,strongsubj
spoon fed,anypos,n,negative,strongsubj
spoon feed,verb,y,negative,strongsubj
spoonfed,anypos,n,negative,strongsubj
sporadic,adj,n,negative,weaksubj
spot,adj,n,negative,weaksubj
spotless,adj,n,positive,strongsubj
spotty,adj,n,negative,weaksubj
sprightly,adj,n,positive,strongsubj
spur,verb,y,positive,strongsubj
spurious,adj,n,negative,strongsubj
spurn,verb,y,negative,strongsubj
sputter,verb,y,negative,strongsubj
squabble,verb,y,negative,strongsubj
squabbling,anypos,n,negative,strongsubj
squander,verb,y,negative,strongsubj
squarely,adj,n,positive,strongsubj
squash,verb,y,negative,strongsubj
squirm,verb,y,negative,strongsubj
stab,verb,y,negative,weaksubj
stability,adj,n,positive,weaksubj
stability,noun,n,positive,weaksubj
stabilize,verb,y,positive,weaksubj
stable,adj,n,positive,weaksubj
stable,noun,n,positive,weaksubj
stagger,verb,y,negative,weaksubj
staggering,adj,n,negative,strongsubj
staggeringly,anypos,n,negative,strongsubj
stagnant,adj,n,negative,weaksubj
stagnate,verb,y,negative,strongsubj
stagnation,noun,n,negative,strongsubj
staid,adj,n,negative,strongsubj
stain,verb,y,negative,weaksubj
stainless,adj,n,positive,weaksubj
stake,adj,n,negative,weaksubj
stake,noun,n,negative,weaksubj
stale,adj,n,negative,strongsubj
stalemate,noun,n,negative,strongsubj
stammer,verb,y,negative,strongsubj
stampede,adj,n,negative,weaksubj
stampede,noun,n,negative,weaksubj
stance,adj,n,neutral,weaksubj
stance,noun,n,neutral,weaksubj
stances,adj,n,neutral,weaksubj
stances,noun,n,neutral,weaksubj
stand,verb,y,positive,weaksubj
stands,adj,n,neutral,weaksubj
stands,noun,n,neutral,weaksubj
standstill,noun,n,negative,strongsubj
star,adj,n,positive,strongsubj
star,noun,n,positive,strongsubj
stark,adj,n,negative,strongsubj
starkly,anypos,n,negative,strongsubj
stars,adj,n,positive,strongsubj
stars,noun,n,positive,strongsubj
startle,verb,y,negative,strongsubj
startling,anypos,n,negative,strongsubj
startlingly,anypos,n,negative,strongsubj
starvation,noun,n,negative,weaksubj
starve,verb,y,negative,weaksubj
stately,adj,n,positive,strongsubj
statements,adj,n,neutral,weaksubj
statements,noun,n,neutral,weaksubj
static,adj,n,negative,weaksubj
statuesque,adj,n,positive,strongsubj
staunch,adj,n,positive,strongsubj
staunchly,anypos,n,positive,strongsubj
staunchness,noun,n,positive,strongsubj
steadfast,adj,n,positive,strongsubj
steadfastly,adverb,n,positive,strongsubj
steadfastness,noun,n,positive,strongsubj
steadiness,noun,n,positive,weaksubj
steady,adj,n,positive,weaksubj
steal,verb,y,negative,weaksubj
stealing,noun,n,negative,weaksubj
steep,adj,n,negative,weaksubj
steeply,adverb,n,negative,weaksubj
stellar,adj,n,positive,strongsubj
stellarly,anypos,n,positive,strongsubj
stench,anypos,n,negative,strongsubj
stereotype,noun,n,negative,strongsubj
stereotypical,anypos,n,negative,strongsubj
stereotypically,anypos,n,negative,strongsubj
stern,adj,n,negative,strongsubj
stern,noun,n,negative,strongsubj
stew,verb,y,negative,strongsubj
sticky,adj,n,negative,weaksubj
stiff,adj,n,negative,weaksubj
stifle,verb,y,negative,strongsubj
stifling,anypos,n,negative,strongsubj
stiflingly,anypos,n,negative,strongsubj
stigma,noun,n,negative,strongsubj
stigma,verb,y,negative,strongsubj
stigmatize,verb,y,negative,strongsubj
still,anypos,y,neutral,weaksubj
stimulate,verb,y,positive,weaksubj
stimulating,anypos,n,positive,strongsubj
stimulative,adj,n,positive,weaksubj
sting,adj,n,negative,strongsubj
sting,noun,n,negative,weaksubj
sting,verb,y,negative,weaksubj
stinging,adj,n,negative,strongsubj
stingingly,adj,n,negative,strongsubj
stink,noun,n,negative,strongsubj
stink,verb,y,negative,strongsubj
stinking,anypos,n,negative,strongsubj
stir,adj,n,neutral,strongsubj
stir,noun,n,neutral,strongsubj
stir,verb,y,neutral,weaksubj
stirring,adj,n,positive,strongsubj
stirringly,anypos,n,positive,strongsubj
stodgy,adj,n,negative,strongsubj
stole,verb,n,negative,weaksubj
stolen,adj,n,negative,weaksubj
stolen,verb,n,negative,weaksubj
stood,verb,y,positive,weaksubj
stooge,anypos,n,negative,strongsubj
stooges,adj,n,negative,strongsubj
stooges,noun,n,negative,strongsubj
storm,verb,y,negative,weaksubj
stormy,adj,n,negative,weaksubj
straggle,verb,y,negative,weaksubj
straggler,noun,n,negative,weaksubj
straight,adj,n,positive,weaksubj
straightforward,adj,n,positive,strongsubj
strain,noun,n,negative,weaksubj
strain,verb,y,negative,weaksubj
strained,adj,n,negative,weaksubj
strange,adj,n,negative,strongsubj
strange,anypos,y,negative,strongsubj
strangely,anypos,y,negative,strongsubj
stranger,anypos,y,negative,strongsubj
strangest,anypos,y,negative,strongsubj
strangle,verb,y,negative,weaksubj
streamlined,adj,n,positive,weaksubj
strength,adj,n,neutral,weaksubj
strength,noun,n,neutral,weaksubj
strenuous,adj,n,negative,weaksubj
stress,noun,n,negative,strongsubj
stress,verb,y,negative,strongsubj
stressful,adj,n,negative,strongsubj
stressfully,adverb,n,negative,strongsubj
stricken,adj,n,negative,strongsubj
strict,adj,n,negative,strongsubj
strictly,adverb,n,negative,strongsubj
stride,adj,n,positive,strongsubj
stride,noun,n,positive,strongsubj
strident,adj,n,negative,strongsubj
stridently,adverb,n,negative,strongsubj
strides,adj,n,positive,weaksubj
strides,noun,n,positive,weaksubj
strife,noun,n,negative,strongsubj
strike,verb,y,negative,weaksubj
striking,adj,n,positive,strongsubj
strikingly,anypos,n,positive,strongsubj
stringent,adj,n,negative,weaksubj
stringently,adverb,n,negative,weaksubj
striving,adj,n,positive,strongsubj
striving,noun,n,positive,strongsubj
strong,adj,n,positive,weaksubj
stronger than expected,adj,n,neutral,weaksubj
struck,verb,y,negative,weaksubj
struggle,adj,n,negative,strongsubj
struggle,noun,n,negative,strongsubj
strut,verb,y,negative,strongsubj
stubborn,adj,n,negative,strongsubj
stubbornly,adverb,n,negative,strongsubj
stubbornness,noun,n,negative,strongsubj
studious,adj,n,positive,strongsubj
studiously,adverb,n,positive,strongsubj
stuffed,adj,n,neutral,weaksubj
stuffy,adj,n,negative,strongsubj
stumble,anypos,y,negative,weaksubj
stump,verb,y,negative,weaksubj
stun,verb,y,negative,weaksubj
stunned,adj,n,positive,strongsubj
stunning,adj,n,positive,strongsubj
stunningly,anypos,n,positive,strongsubj
stunt,noun,n,negative,weaksubj
stunted,adj,n,negative,weaksubj
stupefy,verb,y,neutral,weaksubj
stupendous,adj,n,positive,strongsubj
stupendously,anypos,n,positive,strongsubj
stupid,anypos,n,negative,strongsubj
stupidity,noun,n,negative,strongsubj
stupidly,anypos,n,negative,strongsubj
stupified,adj,n,negative,strongsubj
stupify,verb,y,negative,strongsubj
stupor,noun,n,negative,strongsubj
sturdy,adj,n,positive,weaksubj
sty,adj,n,negative,strongsubj
sty,noun,n,negative,strongsubj
stylish,adj,n,positive,strongsubj
stylishly,adverb,n,positive,strongsubj
suave,adj,n,positive,strongsubj
subdued,adj,n,negative,weaksubj
subjected,anypos,n,negative,weaksubj
subjection,noun,n,negative,weaksubj
subjugate,noun,n,negative,strongsubj
subjugate,verb,y,negative,strongsubj
subjugation,noun,n,negative,strongsubj
sublime,adj,n,positive,strongsubj
submissive,adj,n,negative,weaksubj
subordinate,adj,n,negative,weaksubj
subordinate,noun,n,negative,weaksubj
subscribe,verb,y,positive,weaksubj
subservience,noun,n,negative,strongsubj
subservient,adj,n,negative,strongsubj
subside,verb,y,negative,weaksubj
substandard,adj,n,negative,weaksubj
substantial,adj,n,positive,weaksubj
substantially,adverb,n,positive,weaksubj
substantive,adj,n,positive,weaksubj
subtle,adj,n,positive,weaksubj
subtract,verb,y,negative,weaksubj
subversion,noun,n,negative,weaksubj
subversive,adj,n,negative,weaksubj
subversively,adverb,n,negative,weaksubj
subvert,verb,y,negative,weaksubj
succeed,verb,y,positive,weaksubj
success,adj,n,positive,weaksubj
success,noun,n,positive,weaksubj
successful,adj,n,positive,weaksubj
successfully,adverb,n,positive,weaksubj
succumb,verb,y,negative,strongsubj
such,anypos,y,neutral,weaksubj
sucker,noun,n,negative,strongsubj
suffer,verb,y,negative,weaksubj
sufferer,noun,n,negative,strongsubj
sufferers,adj,n,negative,strongsubj
sufferers,noun,n,negative,strongsubj
suffering,adj,n,negative,strongsubj
suffering,noun,n,negative,strongsubj
suffice,verb,y,positive,weaksubj
sufficient,adj,n,positive,weaksubj
sufficiently,adverb,n,positive,weaksubj
suffocate,verb,y,negative,strongsubj
sugar coat,verb,y,negative,strongsubj
sugar coated,anypos,n,negative,strongsubj
sugarcoated,anypos,n,negative,strongsubj
suggest,anypos,y,positive,weaksubj
suggestions,adj,n,positive,weaksubj
suggestions,noun,n,positive,weaksubj
suicidal,adj,n,negative,weaksubj
suicide,noun,n,negative,weaksubj
suit,verb,y,positive,weaksubj
suitable,adj,n,positive,weaksubj
sulk,verb,y,negative,strongsubj
sullen,adj,n,negative,strongsubj
sully,verb,y,negative,strongsubj
sumptuous,adj,n,positive,strongsubj
sumptuously,adverb,n,positive,strongsubj
sumptuousness,noun,n,positive,strongsubj
sunder,verb,y,negative,strongsubj
sunny,adj,n,positive,weaksubj
super,anypos,n,positive,strongsubj
superb,anypos,n,positive,strongsubj
superbly,anypos,n,positive,strongsubj
superficial,adj,n,negative,strongsubj
superficial,noun,n,negative,strongsubj
superficiality,noun,n,negative,strongsubj
superficially,adverb,n,negative,strongsubj
superfluous,adj,n,negative,strongsubj
superior,adj,n,positive,weaksubj
superiority,adj,n,negative,strongsubj
superiority,noun,n,negative,strongsubj
superlative,adj,n,positive,strongsubj
superstition,noun,n,negative,strongsubj
superstitious,noun,n,negative,strongsubj
support,adj,n,positive,strongsubj
support,noun,n,positive,strongsubj
support,verb,y,positive,weaksubj
supporter,adj,n,positive,strongsubj
supporter,noun,n,positive,strongsubj
supportive,adj,n,positive,strongsubj
supportive,noun,n,positive,strongsubj
suppose,verb,y,neutral,strongsubj
supposed,anypos,y,negative,weaksubj
supposing,anypos,n,neutral,strongsubj
suppress,verb,y,negative,weaksubj
suppression,adj,n,negative,weaksubj
suppression,noun,n,negative,weaksubj
supremacy,adj,n,negative,strongsubj
supremacy,noun,n,negative,strongsubj
supreme,adj,n,positive,strongsubj
supremely,adverb,n,positive,strongsubj
supurb,adj,n,positive,strongsubj
supurbly,anypos,n,positive,strongsubj
sure,anypos,n,positive,strongsubj
surely,anypos,y,positive,strongsubj
surge,noun,n,positive,strongsubj
surging,adj,n,positive,strongsubj
surmise,verb,y,positive,strongsubj
surmount,verb,y,positive,strongsubj
surpass,verb,y,positive,strongsubj
surprise,adj,n,neutral,strongsubj
surprise,noun,n,neutral,strongsubj
surprise,verb,y,neutral,strongsubj
surprising,anypos,y,neutral,strongsubj
surprisingly,anypos,y,neutral,strongsubj
surrender,adj,n,negative,weaksubj
surrender,noun,n,negative,weaksubj
survival,noun,n,positive,weaksubj
survive,verb,y,positive,weaksubj
survivor,noun,n,positive,weaksubj
susceptible,adj,n,negative,weaksubj
suspect,adj,n,negative,weaksubj
suspect,noun,n,negative,weaksubj
suspicion,adj,n,negative,weaksubj
suspicion,noun,n,negative,weaksubj
suspicions,adj,n,negative,strongsubj
suspicions,noun,n,negative,strongsubj
suspicious,adj,n,negative,strongsubj
suspicious,anypos,n,negative,strongsubj
suspicious,anypos,y,negative,strongsubj
suspiciously,anypos,n,negative,strongsubj
sustainability,adj,n,positive,weaksubj
sustainability,noun,n,positive,weaksubj
sustainable,adj,n,positive,weaksubj
sustainable,noun,n,positive,weaksubj
sustained,adj,n,positive,weaksubj
swagger,verb,y,negative,strongsubj
swamped,anypos,n,negative,strongsubj
swear,verb,n,negative,strongsubj
sweeping,adj,n,positive,strongsubj
sweet,adj,n,positive,weaksubj
sweeten,verb,y,positive,weaksubj
sweetheart,noun,n,positive,weaksubj
sweetly,adverb,n,positive,weaksubj
sweetness,noun,n,positive,weaksubj
swift,adj,n,positive,weaksubj
swiftness,noun,n,positive,weaksubj
swindle,verb,y,negative,strongsubj
swing,adj,n,neutral,weaksubj
swing,noun,n,neutral,weaksubj
swipe,adj,n,negative,strongsubj
swipe,noun,n,negative,strongsubj
swoon,verb,y,negative,weaksubj
swore,verb,n,negative,strongsubj
sworn,adj,n,positive,strongsubj
sympathetic,adj,n,negative,strongsubj
sympathetic,noun,n,negative,strongsubj
sympathetically,anypos,n,negative,strongsubj
sympathies,adj,n,negative,strongsubj
sympathies,noun,n,negative,strongsubj
sympathize,verb,y,negative,strongsubj
sympathy,adj,n,negative,strongsubj
sympathy,noun,n,negative,strongsubj
symptom,noun,n,negative,weaksubj
syndrome,adj,n,negative,weaksubj
syndrome,noun,n,negative,weaksubj
systematic,adj,n,neutral,weaksubj
taboo,adj,n,negative,strongsubj
taboo,noun,n,negative,strongsubj
tact,noun,n,positive,strongsubj
taint,verb,y,negative,strongsubj
tainted,anypos,n,negative,strongsubj
tale,adj,n,neutral,weaksubj
tale,noun,n,neutral,weaksubj
talent,adj,n,positive,strongsubj
talent,noun,n,positive,strongsubj
talented,adj,n,positive,strongsubj
tall,adj,n,neutral,weaksubj
tamper,verb,y,negative,weaksubj
tangled,adj,n,negative,weaksubj
tantalize,verb,y,positive,weaksubj
tantalizing,anypos,n,positive,strongsubj
tantalizingly,anypos,n,positive,strongsubj
tantamount,anypos,n,neutral,strongsubj
tantrum,noun,n,negative,strongsubj
tardy,adj,n,negative,weaksubj
tarnish,verb,y,negative,weaksubj
taste,noun,n,positive,weaksubj
taste,verb,y,neutral,weaksubj
len=1,word1=tattered,pos1=anypos,stemmed1=n,strongsubj
taunt,noun,n,negative,strongsubj
taunt,verb,y,negative,strongsubj
taunting,anypos,n,negative,strongsubj
tauntingly,anypos,n,negative,strongsubj
taunts,noun,n,negative,strongsubj
tawdry,adj,n,negative,strongsubj
tease,verb,y,negative,weaksubj
teasingly,anypos,n,negative,strongsubj
taxing,anypos,n,negative,weaksubj
tedious,adj,n,negative,strongsubj
tediously,adverb,n,negative,strongsubj
temerity,noun,n,negative,strongsubj
temper,noun,n,negative,strongsubj
temper,verb,y,negative,weaksubj
temperance,noun,n,positive,weaksubj
temperate,adj,n,positive,weaksubj
tempest,noun,n,negative,weaksubj
tempt,verb,y,positive,strongsubj
temptation,noun,n,negative,strongsubj
tempting,anypos,y,positive,strongsubj
temptingly,anypos,y,positive,strongsubj
tenacious,adj,n,positive,strongsubj
tenaciously,anypos,n,positive,strongsubj
tenacity,noun,n,positive,strongsubj
tendency,adj,n,neutral,weaksubj
tendency,noun,n,neutral,weaksubj
tender,adj,n,positive,weaksubj
tenderly,adverb,n,positive,weaksubj
tenderness,noun,n,positive,weaksubj
tense,adj,n,negative,weaksubj
tension,adj,n,negative,weaksubj
tension,noun,n,negative,weaksubj
tentative,adj,n,negative,weaksubj
tentatively,adverb,n,negative,weaksubj
tenuous,adj,n,negative,weaksubj
tenuously,adverb,n,negative,weaksubj
tepid,adj,n,negative,weaksubj
terrible,adj,n,negative,strongsubj
terrible,anypos,y,negative,strongsubj
terribleness,noun,n,negative,strongsubj
terribly,anypos,n,negative,strongsubj
terrific,adj,n,positive,strongsubj
terrific,anypos,y,positive,strongsubj
terrifically,anypos,n,positive,strongsubj
terrified,adj,n,positive,strongsubj
terrify,verb,y,positive,strongsubj
terrifying,adj,n,positive,strongsubj
terrifying,anypos,n,positive,strongsubj
terrifyingly,anypos,n,positive,strongsubj
terror,noun,n,negative,strongsubj
terror genic,adj,n,negative,strongsubj
terror genic,noun,n,negative,strongsubj
terrorism,noun,n,negative,weaksubj
terrorize,verb,y,negative,strongsubj
thank,verb,y,positive,strongsubj
thankful,anypos,n,positive,strongsubj
thankfully,anypos,n,positive,strongsubj
thankless,anypos,n,negative,strongsubj
theoretize,verb,y,neutral,strongsubj
therefore,anypos,y,neutral,strongsubj
think,verb,y,neutral,strongsubj
thinkable,adj,n,positive,strongsubj
thinkable,noun,n,positive,strongsubj
thinking,adj,n,neutral,strongsubj
thinking,noun,n,neutral,strongsubj
thirst,noun,n,negative,strongsubj
thirst,verb,y,negative,strongsubj
thorny,adj,n,negative,strongsubj
thorny,noun,n,negative,strongsubj
thorough,adj,n,positive,weaksubj
though,anypos,n,neutral,strongsubj
thought,adj,n,neutral,weaksubj
thought,noun,n,neutral,weaksubj
thoughtful,adj,n,positive,strongsubj
thoughtfully,adverb,n,positive,strongsubj
thoughtfulness,noun,n,positive,strongsubj
thoughtless,adj,n,negative,strongsubj
thoughtlessly,anypos,n,negative,strongsubj
thoughtlessness,noun,n,negative,strongsubj
thrash,verb,y,negative,weaksubj
threat,adj,n,negative,weaksubj
threat,noun,n,negative,weaksubj
threaten,verb,y,negative,weaksubj
threatening,adj,n,negative,weaksubj
threatening,noun,n,negative,weaksubj
threats,adj,n,negative,weaksubj
threats,noun,n,negative,weaksubj
thrift,noun,n,positive,weaksubj
thrifty,adj,n,positive,weaksubj
thrill,noun,n,positive,strongsubj
thrill,verb,y,positive,strongsubj
thrilling,anypos,n,positive,strongsubj
thrillingly,anypos,n,positive,strongsubj
thrills,noun,n,positive,strongsubj
thrive,verb,y,positive,weaksubj
thriving,adj,n,positive,weaksubj
throttle,verb,y,negative,strongsubj
throw,verb,y,negative,weaksubj
thumb,verb,y,negative,weaksubj
thumbs,adj,n,negative,weaksubj
thumbs,noun,n,negative,weaksubj
thus,anypos,y,neutral,strongsubj
thusly,anypos,n,neutral,strongsubj
thwart,verb,y,negative,strongsubj
tickle,verb,y,positive,weaksubj
tidy,adj,n,positive,strongsubj
time honored,adj,n,positive,strongsubj
timely,adj,n,positive,weaksubj
timid,adj,n,negative,strongsubj
timidity,noun,n,negative,strongsubj
timidly,adverb,n,negative,strongsubj
timidness,noun,n,negative,strongsubj
tingle,verb,y,positive,strongsubj
tint,verb,y,neutral,strongsubj
tiny,adj,n,negative,weaksubj
tire,verb,y,negative,weaksubj
tired,adj,n,negative,strongsubj
tiresome,adj,n,negative,strongsubj
tiring,adj,n,negative,strongsubj
tiring,noun,n,negative,strongsubj
tiringly,anypos,n,negative,strongsubj
titillate,verb,y,positive,weaksubj
titillating,anypos,n,positive,strongsubj
titillatingly,anypos,n,positive,strongsubj
toast,verb,y,positive,strongsubj
togetherness,noun,n,positive,strongsubj
toil,verb,y,negative,strongsubj
tolerable,adj,n,positive,strongsubj
tolerably,adverb,n,positive,strongsubj
tolerance,adj,n,positive,strongsubj
tolerance,noun,n,positive,strongsubj
tolerant,adj,n,positive,weaksubj
tolerantly,anypos,n,positive,strongsubj
tolerate,verb,y,positive,weaksubj
toleration,noun,n,positive,weaksubj
toll,adj,n,negative,weaksubj
toll,noun,n,negative,weaksubj
too,anypos,y,negative,weaksubj
top,adj,n,positive,weaksubj
topple,verb,y,negative,weaksubj
torment,noun,n,negative,strongsubj
torment,verb,y,negative,strongsubj
tormented,adj,n,negative,strongsubj
torrent,noun,n,negative,strongsubj
torrid,anypos,n,positive,strongsubj
torridly,anypos,n,positive,strongsubj
torture,noun,n,negative,weaksubj
torture,verb,y,negative,weaksubj
tortured,adj,n,negative,weaksubj
tortuous,adj,n,negative,strongsubj
torturous,adj,n,negative,strongsubj
torturously,anypos,n,negative,strongsubj
totalitarian,adj,n,negative,weaksubj
tradition,noun,n,positive,weaksubj
traditional,adj,n,positive,weaksubj
touch,verb,y,neutral,weaksubj
touches,adj,n,neutral,strongsubj
touches,noun,n,neutral,strongsubj
touchy,adj,n,negative,strongsubj
toughness,adj,n,negative,strongsubj
toughness,noun,n,negative,strongsubj
toxic,adj,n,negative,weaksubj
traduce,verb,y,negative,strongsubj
tragedy,adj,n,negative,weaksubj
tragedy,noun,n,negative,weaksubj
tragic,adj,n,negative,strongsubj
tragically,anypos,n,negative,strongsubj
traitor,noun,n,negative,strongsubj
traitorous,adj,n,negative,strongsubj
traitorously,adj,n,negative,strongsubj
traitorously,anypos,n,negative,strongsubj
tramp,noun,n,negative,strongsubj
trample,verb,y,negative,strongsubj
tranquil,adj,n,positive,strongsubj
tranquility,adj,n,positive,strongsubj
tranquility,noun,n,positive,strongsubj
transgress,verb,y,negative,weaksubj
transgression,noun,n,negative,weaksubj
transparency,adj,n,neutral,weaksubj
transparency,noun,n,neutral,weaksubj
transparent,adj,n,neutral,weaksubj
transparent,noun,n,neutral,weaksubj
transport,verb,y,neutral,weaksubj
trauma,adj,n,negative,strongsubj
trauma,noun,n,negative,strongsubj
traumatic,adj,n,negative,strongsubj
traumatic,anypos,n,negative,strongsubj
traumatically,anypos,n,negative,strongsubj
traumatize,verb,y,negative,strongsubj
traumatized,adj,n,negative,strongsubj
travesties,noun,n,negative,strongsubj
travesty,noun,n,negative,strongsubj
travesty,verb,y,negative,strongsubj
treacherous,adj,n,negative,weaksubj
treacherously,adverb,n,negative,weaksubj
treachery,noun,n,negative,strongsubj
treason,noun,n,negative,strongsubj
treasonous,adj,n,negative,strongsubj
treasure,verb,y,positive,strongsubj
treat,noun,n,positive,weaksubj
tremendous,anypos,n,positive,strongsubj
tremendously,anypos,y,positive,strongsubj
trendy,adj,n,positive,strongsubj
trepidation,noun,n,positive,strongsubj
trial,noun,n,negative,weaksubj
tribute,noun,n,positive,strongsubj
trick,adj,n,negative,strongsubj
